Stock_Y,Stock_X,Correlation,Sign
HCLTECH.NS,DIVISLAB.NS,0.7702,positive
POLYCAB.NS,PETRONET.NS,0.7702,positive
POLYCAB.NS,POWERGRID.NS,0.77,positive
AXISBANK.NS,SBIN.NS,0.7698,positive
BIOCON.NS,INDIACEM.NS,0.7697,positive
CUB.NS,BALRAMCHIN.NS,0.7696,positive
PERSISTENT.NS,INDUSTOWER.NS,0.7696,positive
WIPRO.NS,PETRONET.NS,0.7696,positive
ICICIBANK.NS,BOSCHLTD.NS,0.7694,positive
JSWSTEEL.NS,JINDALSTEL.NS,0.7694,positive
BIOCON.NS,HCLTECH.NS,0.7692,positive
DALBHARAT.NS,ZEEL.NS,0.7692,positive
RECLTD.NS,SIEMENS.NS,0.7692,positive
HINDALCO.NS,GRANULES.NS,0.7691,positive
PIDILITIND.NS,MARUTI.NS,0.7691,positive
TCS.NS,ONGC.NS,0.7691,positive
MGL.NS,BOSCHLTD.NS,0.769,positive
APOLLOHOSP.NS,INFY.NS,0.7689,positive
BANKBARODA.NS,GODREJCP.NS,0.7689,positive
GODREJCP.NS,ICICIGI.NS,0.7689,positive
GUJGASLTD.NS,HINDCOPPER.NS,0.7689,positive
MARUTI.NS,BHARTIARTL.NS,0.7688,positive
ADANIENT.NS,AMBUJACEM.NS,0.7686,positive
ICICIPRULI.NS,BOSCHLTD.NS,0.7686,positive
JSWSTEEL.NS,POWERGRID.NS,0.7686,positive
ICICIGI.NS,BHEL.NS,0.7685,positive
TATAPOWER.NS,SHRIRAMFIN.NS,0.7684,positive
TATACONSUM.NS,TATAPOWER.NS,0.7684,positive
JSWSTEEL.NS,MFSL.NS,0.7683,positive
WIPRO.NS,FEDERALBNK.NS,0.7682,positive
SAIL.NS,RECLTD.NS,0.7682,positive
RELIANCE.NS,ADANIENT.NS,0.7681,positive
MRF.NS,BPCL.NS,0.7681,positive
COFORGE.NS,LUPIN.NS,0.7679,positive
METROPOLIS.NS,HINDPETRO.NS,0.7678,positive
IEX.NS,ADANIPORTS.NS,0.7677,positive
DRREDDY.NS,CUMMINSIND.NS,0.7677,positive
SBILIFE.NS,INDIGO.NS,0.7677,positive
MPHASIS.NS,AUROPHARMA.NS,0.7676,positive
WIPRO.NS,BHARTIARTL.NS,0.7675,positive
JUBLFOOD.NS,LUPIN.NS,0.7675,positive
MARICO.NS,INDHOTEL.NS,0.7673,positive
PAGEIND.NS,BHARTIARTL.NS,0.7672,positive
MGL.NS,TATAMOTORS.NS,0.7672,positive
PIDILITIND.NS,ICICIBANK.NS,0.7671,positive
GODREJCP.NS,GRASIM.NS,0.7669,positive
OBEROIRLTY.NS,INDIGO.NS,0.7667,positive
POLYCAB.NS,VEDL.NS,0.7667,positive
MRF.NS,BHEL.NS,0.7666,positive
BIOCON.NS,JUBLFOOD.NS,0.7665,positive
UBL.NS,DIVISLAB.NS,0.7665,positive
NMDC.NS,HINDPETRO.NS,0.7664,positive
UBL.NS,TECHM.NS,0.7664,positive
BIOCON.NS,AUROPHARMA.NS,0.7661,positive
GRASIM.NS,MGL.NS,0.7661,positive
HAVELLS.NS,M&M.NS,0.766,positive
UBL.NS,HAVELLS.NS,0.766,positive
TCS.NS,HEROMOTOCO.NS,0.766,positive
RELIANCE.NS,MGL.NS,0.766,positive
AUROPHARMA.NS,INDIACEM.NS,0.7657,positive
TCS.NS,AUROPHARMA.NS,0.7657,positive
ULTRACEMCO.NS,CHOLAFIN.NS,0.7657,positive
INTELLECT.NS,BHEL.NS,0.7656,positive
DIVISLAB.NS,NATIONALUM.NS,0.7656,positive
MPHASIS.NS,METROPOLIS.NS,0.7656,positive
TATASTEEL.NS,INDUSTOWER.NS,0.7654,positive
KOTAKBANK.NS,HDFCBANK.NS,0.7653,positive
CUB.NS,ICICIGI.NS,0.7652,positive
FEDERALBNK.NS,CUMMINSIND.NS,0.7652,positive
APOLLOHOSP.NS,INDIACEM.NS,0.7651,positive
BALRAMCHIN.NS,TORNTPHARM.NS,0.765,positive
PETRONET.NS,INDIACEM.NS,0.765,positive
INFY.NS,METROPOLIS.NS,0.7649,positive
PETRONET.NS,IOC.NS,0.7649,positive
PIDILITIND.NS,BANKBARODA.NS,0.7648,positive
TCS.NS,VOLTAS.NS,0.7648,positive
SBILIFE.NS,ADANIPORTS.NS,0.7647,positive
DEEPAKNTR.NS,GUJGASLTD.NS,0.7647,positive
WIPRO.NS,HINDPETRO.NS,0.7647,positive
LALPATHLAB.NS,OFSS.NS,0.7647,positive
UBL.NS,CHOLAFIN.NS,0.7646,positive
ICICIBANK.NS,HINDALCO.NS,0.7646,positive
ACC.NS,SAIL.NS,0.7645,positive
NTPC.NS,INDIGO.NS,0.7642,positive
OBEROIRLTY.NS,MUTHOOTFIN.NS,0.7642,positive
MARUTI.NS,HINDPETRO.NS,0.7638,positive
DRREDDY.NS,SUNPHARMA.NS,0.7637,positive
EICHERMOT.NS,OFSS.NS,0.7637,positive
MPHASIS.NS,VOLTAS.NS,0.7636,positive
DIVISLAB.NS,HINDPETRO.NS,0.7635,positive
FEDERALBNK.NS,BPCL.NS,0.7634,positive
INFY.NS,PETRONET.NS,0.7634,positive
SBILIFE.NS,AUROPHARMA.NS,0.7632,positive
BIOCON.NS,GAIL.NS,0.7632,positive
SAIL.NS,INTELLECT.NS,0.7632,positive
BALKRISIND.NS,METROPOLIS.NS,0.7631,positive
INFY.NS,BIOCON.NS,0.7631,positive
PIDILITIND.NS,HINDCOPPER.NS,0.7631,positive
JUBLFOOD.NS,SHRIRAMFIN.NS,0.763,positive
BAJAJFINSV.NS,BHARTIARTL.NS,0.7629,positive
EICHERMOT.NS,BOSCHLTD.NS,0.7629,positive
COALINDIA.NS,LUPIN.NS,0.7629,positive
JSWSTEEL.NS,CIPLA.NS,0.7628,positive
BALRAMCHIN.NS,LUPIN.NS,0.7626,positive
TATACONSUM.NS,SAIL.NS,0.7626,positive
OBEROIRLTY.NS,BPCL.NS,0.7625,positive
COLPAL.NS,SIEMENS.NS,0.7624,positive
ICICIBANK.NS,HCLTECH.NS,0.7624,positive
METROPOLIS.NS,SUNPHARMA.NS,0.7624,positive
SRF.NS,LAURUSLABS.NS,0.7623,positive
DEEPAKNTR.NS,AUROPHARMA.NS,0.7622,positive
AXISBANK.NS,TVSMOTOR.NS,0.7622,positive
LALPATHLAB.NS,GRASIM.NS,0.7622,positive
MPHASIS.NS,NAUKRI.NS,0.7622,positive
BIOCON.NS,BAJAJ-AUTO.NS,0.762,positive
BAJAJFINSV.NS,ICICIBANK.NS,0.762,positive
AXISBANK.NS,BPCL.NS,0.7619,positive
PIDILITIND.NS,DLF.NS,0.7619,positive
DRREDDY.NS,METROPOLIS.NS,0.7618,positive
HAVELLS.NS,LICI.NS,0.7617,positive
INTELLECT.NS,IOC.NS,0.7616,positive
LAURUSLABS.NS,LUPIN.NS,0.7616,positive
MUTHOOTFIN.NS,NATIONALUM.NS,0.7616,positive
CIPLA.NS,AMBUJACEM.NS,0.7615,positive
BHEL.NS,NATIONALUM.NS,0.7615,positive
CHOLAFIN.NS,M&M.NS,0.7615,positive
IEX.NS,MANAPPURAM.NS,0.7615,positive
OBEROIRLTY.NS,INDIACEM.NS,0.7615,positive
PEL.NS,PAGEIND.NS,0.7615,positive
UBL.NS,MANAPPURAM.NS,0.7614,positive
ADANIPORTS.NS,NATIONALUM.NS,0.7613,positive
AUROPHARMA.NS,NATIONALUM.NS,0.7613,positive
HEROMOTOCO.NS,TRENT.NS,0.7613,positive
ULTRACEMCO.NS,INDIACEM.NS,0.7611,positive
TECHM.NS,INDUSTOWER.NS,0.7611,positive
LT.NS,TRENT.NS,0.7611,positive
ASHOKLEY.NS,SUNPHARMA.NS,0.761,positive
LAURUSLABS.NS,TORNTPHARM.NS,0.761,positive
SAIL.NS,NTPC.NS,0.761,positive
MRF.NS,AMBUJACEM.NS,0.7609,positive
BHARATFORG.NS,BOSCHLTD.NS,0.7609,positive
DRREDDY.NS,NTPC.NS,0.7608,positive
OBEROIRLTY.NS,EXIDEIND.NS,0.7608,positive
TECHM.NS,INDIGO.NS,0.7607,positive
MARICO.NS,TRENT.NS,0.7607,positive
LAURUSLABS.NS,NAUKRI.NS,0.7606,positive
MARUTI.NS,VEDL.NS,0.7606,positive
CUB.NS,TRENT.NS,0.7604,positive
HCLTECH.NS,NTPC.NS,0.7604,positive
RELIANCE.NS,ONGC.NS,0.7604,positive
APOLLOHOSP.NS,COALINDIA.NS,0.7603,positive
HDFCLIFE.NS,BALRAMCHIN.NS,0.7602,positive
ICICIGI.NS,DIVISLAB.NS,0.7602,positive
PIDILITIND.NS,BHARATFORG.NS,0.7601,positive
SBILIFE.NS,GLENMARK.NS,0.7601,positive
PIDILITIND.NS,JSWSTEEL.NS,0.7601,positive
FEDERALBNK.NS,AUROPHARMA.NS,0.76,positive
BHARATFORG.NS,NMDC.NS,0.7598,positive
ESCORTS.NS,CUMMINSIND.NS,0.7598,positive
POLYCAB.NS,GLENMARK.NS,0.7598,positive
LICI.NS,MOTHERSON.NS,0.7598,positive
LT.NS,SUNPHARMA.NS,0.7598,positive
BALRAMCHIN.NS,M&M.NS,0.7597,positive
SUNPHARMA.NS,INDIACEM.NS,0.7597,positive
METROPOLIS.NS,LICI.NS,0.7597,positive
BANKBARODA.NS,INTELLECT.NS,0.7596,positive
TATAMOTORS.NS,GAIL.NS,0.7596,positive
HEROMOTOCO.NS,SIEMENS.NS,0.7596,positive
INDIACEM.NS,SHRIRAMFIN.NS,0.7596,positive
METROPOLIS.NS,DLF.NS,0.7595,positive
MARUTI.NS,SUNPHARMA.NS,0.7595,positive
ULTRACEMCO.NS,BHEL.NS,0.7592,positive
INDIACEM.NS,M&M.NS,0.7592,positive
LT.NS,TATASTEEL.NS,0.7592,positive
SBIN.NS,COLPAL.NS,0.7591,positive
ACC.NS,IOC.NS,0.759,positive
CHOLAFIN.NS,DIVISLAB.NS,0.759,positive
DLF.NS,OFSS.NS,0.759,positive
RELIANCE.NS,GAIL.NS,0.759,positive
PIDILITIND.NS,POLYCAB.NS,0.759,positive
DRREDDY.NS,TCS.NS,0.7584,positive
EICHERMOT.NS,CUMMINSIND.NS,0.7583,positive
PIDILITIND.NS,EICHERMOT.NS,0.7582,positive
LALPATHLAB.NS,OBEROIRLTY.NS,0.7582,positive
TATASTEEL.NS,GRASIM.NS,0.7581,positive
IDFCFIRSTB.NS,PVRINOX.NS,0.7581,positive
TATACONSUM.NS,NTPC.NS,0.7581,positive
BAJAJ-AUTO.NS,BEL.NS,0.7579,positive
NTPC.NS,BHARTIARTL.NS,0.7579,positive
AXISBANK.NS,HAVELLS.NS,0.7578,positive
BHARTIARTL.NS,CUMMINSIND.NS,0.7578,positive
TATASTEEL.NS,IRCTC.NS,0.7578,positive
TATASTEEL.NS,RECLTD.NS,0.7578,positive
ASHOKLEY.NS,INDIACEM.NS,0.7577,positive
BAJAJFINSV.NS,MUTHOOTFIN.NS,0.7577,positive
HDFCBANK.NS,BALRAMCHIN.NS,0.7577,positive
JUBLFOOD.NS,TORNTPHARM.NS,0.7577,positive
SUNTV.NS,GAIL.NS,0.7574,positive
METROPOLIS.NS,GLENMARK.NS,0.7573,positive
METROPOLIS.NS,HINDCOPPER.NS,0.7573,positive
BANDHANBNK.NS,INDUSINDBK.NS,0.7571,positive
VOLTAS.NS,BEL.NS,0.7571,positive
BANKBARODA.NS,TATAMOTORS.NS,0.757,positive
FEDERALBNK.NS,NTPC.NS,0.7569,positive
TATAPOWER.NS,GRANULES.NS,0.7569,positive
LALPATHLAB.NS,TORNTPHARM.NS,0.7569,positive
LAURUSLABS.NS,VEDL.NS,0.7569,positive
JINDALSTEL.NS,PNB.NS,0.7567,positive
INFY.NS,OBEROIRLTY.NS,0.7566,positive
LT.NS,MRF.NS,0.7566,positive
ESCORTS.NS,COLPAL.NS,0.7565,positive
WIPRO.NS,VOLTAS.NS,0.7564,positive
MFSL.NS,MANAPPURAM.NS,0.7563,positive
DRREDDY.NS,INDIACEM.NS,0.7562,positive
ADANIPORTS.NS,SHRIRAMFIN.NS,0.756,positive
DRREDDY.NS,HCLTECH.NS,0.7559,positive
TCS.NS,LICI.NS,0.7558,positive
TATACONSUM.NS,TATAMOTORS.NS,0.7557,positive
HAVELLS.NS,GLENMARK.NS,0.7556,positive
BRITANNIA.NS,BAJAJ-AUTO.NS,0.7555,positive
COLPAL.NS,GLENMARK.NS,0.7554,positive
NMDC.NS,NATIONALUM.NS,0.7554,positive
APOLLOHOSP.NS,RECLTD.NS,0.7553,positive
RELIANCE.NS,DLF.NS,0.7553,positive
AMBUJACEM.NS,MOTHERSON.NS,0.7552,positive
BANKBARODA.NS,EXIDEIND.NS,0.7552,positive
PIDILITIND.NS,LT.NS,0.7552,positive
POLYCAB.NS,SIEMENS.NS,0.7552,positive
ICICIPRULI.NS,NAUKRI.NS,0.7549,positive
MFSL.NS,IEX.NS,0.7549,positive
BRITANNIA.NS,TVSMOTOR.NS,0.7548,positive
CIPLA.NS,NMDC.NS,0.7548,positive
HAVELLS.NS,GRANULES.NS,0.7548,positive
IEX.NS,MGL.NS,0.7548,positive
SUNTV.NS,COALINDIA.NS,0.7547,positive
TATACONSUM.NS,NMDC.NS,0.7547,positive
RBLBANK.NS,INDUSINDBK.NS,0.7545,positive
SBILIFE.NS,BEL.NS,0.7544,positive
WIPRO.NS,DIVISLAB.NS,0.7544,positive
UBL.NS,COLPAL.NS,0.7543,positive
ULTRACEMCO.NS,LAURUSLABS.NS,0.7543,positive
APOLLOHOSP.NS,JINDALSTEL.NS,0.7542,positive
TATASTEEL.NS,BEL.NS,0.7542,positive
DRREDDY.NS,TORNTPHARM.NS,0.7542,positive
MARICO.NS,MFSL.NS,0.7542,positive
HCLTECH.NS,AUROPHARMA.NS,0.7541,positive
EXIDEIND.NS,M&M.NS,0.7541,positive
JSWSTEEL.NS,MANAPPURAM.NS,0.7541,positive
INDIAMART.NS,IDFCFIRSTB.NS,0.7537,positive
TATACONSUM.NS,INTELLECT.NS,0.7537,positive
FEDERALBNK.NS,JINDALSTEL.NS,0.7536,positive
TATAPOWER.NS,NAUKRI.NS,0.7536,positive
GRASIM.NS,HEROMOTOCO.NS,0.7533,positive
LALPATHLAB.NS,HAVELLS.NS,0.7531,positive
MPHASIS.NS,ICICIGI.NS,0.7531,positive
TECHM.NS,LAURUSLABS.NS,0.753,positive
TATACOMM.NS,TATACHEM.NS,0.753,positive
FEDERALBNK.NS,POLYCAB.NS,0.7528,positive
ICICIPRULI.NS,BALRAMCHIN.NS,0.7527,positive
DRREDDY.NS,LUPIN.NS,0.7527,positive
LAURUSLABS.NS,GLENMARK.NS,0.7527,positive
BAJAJFINSV.NS,JSWSTEEL.NS,0.7526,positive
INFY.NS,LALPATHLAB.NS,0.7526,positive
ASHOKLEY.NS,INDHOTEL.NS,0.7525,positive
METROPOLIS.NS,TORNTPHARM.NS,0.7525,positive
SBILIFE.NS,NTPC.NS,0.7525,positive
AXISBANK.NS,IEX.NS,0.7524,positive
ESCORTS.NS,HEROMOTOCO.NS,0.7524,positive
TATAMOTORS.NS,TATAPOWER.NS,0.7524,positive
BAJAJFINSV.NS,INDIGO.NS,0.7523,positive
BOSCHLTD.NS,SIEMENS.NS,0.7523,positive
WIPRO.NS,MUTHOOTFIN.NS,0.7523,positive
ASHOKLEY.NS,BPCL.NS,0.7522,positive
DRREDDY.NS,DLF.NS,0.7522,positive
JSWSTEEL.NS,OBEROIRLTY.NS,0.7522,positive
MGL.NS,TVSMOTOR.NS,0.7522,positive
SBILIFE.NS,TORNTPHARM.NS,0.7522,positive
LICI.NS,OFSS.NS,0.7521,positive
DLF.NS,NATIONALUM.NS,0.752,positive
EICHERMOT.NS,GRANULES.NS,0.752,positive
EICHERMOT.NS,NTPC.NS,0.752,positive
GUJGASLTD.NS,COLPAL.NS,0.7519,positive
LALPATHLAB.NS,PETRONET.NS,0.7518,positive
FEDERALBNK.NS,GAIL.NS,0.7517,positive
LALPATHLAB.NS,TVSMOTOR.NS,0.7516,positive
INFY.NS,AUROPHARMA.NS,0.7515,positive
BHARATFORG.NS,IOC.NS,0.7515,positive
IEX.NS,TATAPOWER.NS,0.7515,positive
INFY.NS,NATIONALUM.NS,0.7515,positive
MARUTI.NS,TORNTPHARM.NS,0.7515,positive
ONGC.NS,BEL.NS,0.7514,positive
IRCTC.NS,ONGC.NS,0.7512,positive
ADANIPORTS.NS,VOLTAS.NS,0.7511,positive
BALRAMCHIN.NS,PERSISTENT.NS,0.751,positive
TATAPOWER.NS,M&M.NS,0.7509,positive
CHOLAFIN.NS,GLENMARK.NS,0.7508,positive
DRREDDY.NS,GLENMARK.NS,0.7508,positive
HEROMOTOCO.NS,TVSMOTOR.NS,0.7508,positive
LALPATHLAB.NS,M&M.NS,0.7508,positive
AXISBANK.NS,NMDC.NS,0.7507,positive
CIPLA.NS,TECHM.NS,0.7507,positive
ESCORTS.NS,HINDALCO.NS,0.7504,positive
ESCORTS.NS,GAIL.NS,0.7503,positive
DIVISLAB.NS,INDUSTOWER.NS,0.7501,positive
DRREDDY.NS,IOC.NS,0.7501,positive
ICICIBANK.NS,BANDHANBNK.NS,-0.7502,negative
GAIL.NS,ZEEL.NS,-0.7529,negative
BANDHANBNK.NS,LUPIN.NS,-0.753,negative
IDFCFIRSTB.NS,COFORGE.NS,-0.7541,negative
BANDHANBNK.NS,SUNPHARMA.NS,-0.7552,negative
ONGC.NS,ZEEL.NS,-0.7582,negative
ASIANPAINT.NS,COFORGE.NS,-0.7596,negative
IDFCFIRSTB.NS,NATIONALUM.NS,-0.76,negative
BANDHANBNK.NS,PERSISTENT.NS,-0.7604,negative
BANDHANBNK.NS,LAURUSLABS.NS,-0.7626,negative
INDUSINDBK.NS,COFORGE.NS,-0.763,negative
IDFCFIRSTB.NS,TECHM.NS,-0.763,negative
ASIANPAINT.NS,MUTHOOTFIN.NS,-0.7651,negative
VOLTAS.NS,ZEEL.NS,-0.7651,negative
JINDALSTEL.NS,ZEEL.NS,-0.7665,negative
APOLLOHOSP.NS,IDFCFIRSTB.NS,-0.7677,negative
BAJAJ-AUTO.NS,ZEEL.NS,-0.7686,negative
BANDHANBNK.NS,EICHERMOT.NS,-0.7709,negative
BIOCON.NS,ZEEL.NS,-0.7717,negative
IDFCFIRSTB.NS,FEDERALBNK.NS,-0.7719,negative
INDUSINDBK.NS,INDHOTEL.NS,-0.7742,negative
WIPRO.NS,ZEEL.NS,-0.7743,negative
MARUTI.NS,ZEEL.NS,-0.7752,negative
PVRINOX.NS,LAURUSLABS.NS,-0.7765,negative
HDFCBANK.NS,INDUSINDBK.NS,-0.7772,negative
ICICIBANK.NS,INDUSINDBK.NS,-0.7778,negative
IDFCFIRSTB.NS,SHRIRAMFIN.NS,-0.7811,negative
IDFCFIRSTB.NS,GLENMARK.NS,-0.7819,negative
IDFCFIRSTB.NS,INDIGO.NS,-0.7849,negative
PAGEIND.NS,INDUSINDBK.NS,-0.7859,negative
SRF.NS,PVRINOX.NS,-0.7862,negative
JSWSTEEL.NS,ZEEL.NS,-0.7874,negative
BANDHANBNK.NS,BHARTIARTL.NS,-0.7883,negative
BANDHANBNK.NS,MUTHOOTFIN.NS,-0.789,negative
ULTRACEMCO.NS,ZEEL.NS,-0.7891,negative
TVSMOTOR.NS,ZEEL.NS,-0.7929,negative
INDUSINDBK.NS,MUTHOOTFIN.NS,-0.7933,negative
MUTHOOTFIN.NS,ZEEL.NS,-0.7943,negative
BEL.NS,ZEEL.NS,-0.7946,negative
CIPLA.NS,ZEEL.NS,-0.7947,negative
PERSISTENT.NS,ZEEL.NS,-0.7956,negative
WIPRO.NS,IDFCFIRSTB.NS,-0.7962,negative
GLENMARK.NS,ZEEL.NS,-0.7977,negative
CUMMINSIND.NS,ZEEL.NS,-0.7988,negative
IDFCFIRSTB.NS,LAURUSLABS.NS,-0.7996,negative
JSWSTEEL.NS,IDFCFIRSTB.NS,-0.8001,negative
BOSCHLTD.NS,ZEEL.NS,-0.8014,negative
UBL.NS,ZEEL.NS,-0.8015,negative
IDFCFIRSTB.NS,M&M.NS,-0.802,negative
ZEEL.NS,TRENT.NS,-0.8043,negative
ICICIGI.NS,ZEEL.NS,-0.8059,negative
IDFCFIRSTB.NS,ICICIBANK.NS,-0.8111,negative
BPCL.NS,ZEEL.NS,-0.8116,negative
GRASIM.NS,ZEEL.NS,-0.8126,negative
IDFCFIRSTB.NS,NAUKRI.NS,-0.8128,negative
IDFCFIRSTB.NS,VEDL.NS,-0.8141,negative
IDFCFIRSTB.NS,SUNPHARMA.NS,-0.8142,negative
IDFCFIRSTB.NS,EICHERMOT.NS,-0.8155,negative
ASIANPAINT.NS,INDHOTEL.NS,-0.8159,negative
ZEEL.NS,OFSS.NS,-0.8197,negative
ICICIBANK.NS,ZEEL.NS,-0.8218,negative
NAUKRI.NS,ZEEL.NS,-0.8218,negative
POWERGRID.NS,ZEEL.NS,-0.8228,negative
SHRIRAMFIN.NS,ZEEL.NS,-0.8281,negative
INDUSINDBK.NS,DIVISLAB.NS,-0.8295,negative
EICHERMOT.NS,ZEEL.NS,-0.8295,negative
SBIN.NS,ZEEL.NS,-0.8299,negative
APOLLOHOSP.NS,ZEEL.NS,-0.8314,negative
IDFCFIRSTB.NS,LUPIN.NS,-0.8337,negative
IDFCFIRSTB.NS,DIVISLAB.NS,-0.8344,negative
IDFCFIRSTB.NS,TORNTPHARM.NS,-0.8349,negative
M&M.NS,ZEEL.NS,-0.8411,negative
INDIGO.NS,ZEEL.NS,-0.8422,negative
INDUSTOWER.NS,ZEEL.NS,-0.844,negative
PETRONET.NS,ZEEL.NS,-0.8447,negative
IDFCFIRSTB.NS,PERSISTENT.NS,-0.8458,negative
HINDPETRO.NS,ZEEL.NS,-0.8472,negative
ASIANPAINT.NS,LAURUSLABS.NS,-0.8482,negative
NATIONALUM.NS,ZEEL.NS,-0.8484,negative
IDFCFIRSTB.NS,BHARTIARTL.NS,-0.8486,negative
IDFCFIRSTB.NS,MUTHOOTFIN.NS,-0.8514,negative
BANDHANBNK.NS,INDHOTEL.NS,-0.8553,negative
LUPIN.NS,ZEEL.NS,-0.8613,negative
VEDL.NS,ZEEL.NS,-0.8616,negative
BHARTIARTL.NS,ZEEL.NS,-0.8683,negative
INDHOTEL.NS,ZEEL.NS,-0.8727,negative
LAURUSLABS.NS,INDUSINDBK.NS,-0.8817,negative
TORNTPHARM.NS,ZEEL.NS,-0.8823,negative
SUNPHARMA.NS,ZEEL.NS,-0.888,negative
IDFCFIRSTB.NS,INDHOTEL.NS,-0.8951,negative
