Entry Date,Stock Y,Stock X,ADF_PValue_Entry,ZScore Entry,Beta,Intercept,StdErr_Residual,Position,Exit Date,ADF_PValue_Exit,ZScore Exit,Entry Open Price X,Exit Open Price X,Entry Open Price Y,Exit Open Price Y,Lot Size X,Lot Size Y,Trade PnL,Correlation,Sign,Sector,Cumulative PnL
2024-07-12,TATAPOWER.NS,GAIL.NS,0.009475276103395387,-3.1332745268058417,2.1297825789263447,-3.9455468451048947,15.672757962038284,long,2024-07-15,0.01616736400182732,-3.81061668874415,228.7100067138672,237.16000366210938,434.04998779296875,439.3500061035156,1,2,2.1500396728515625,0.967,positive,Utilities,2.1500396728515625
2024-07-12,MGL.NS,TATAPOWER.NS,0.04805999239138545,2.611478312654867,2.092037817118882,545.2171092537467,93.14031082881114,short,2024-07-24,0.2291608847807623,3.04186316532267,434.04998779296875,419.95001220703125,1696.5,1753.050048828125,1,2,-127.2000732421875,0.8062,positive,Utilities,-125.05003356933594
2024-07-12,BANKBARODA.NS,LICI.NS,0.01336877256383644,-2.5563656847443443,0.18339137368188185,82.3637461468048,9.626536664917724,long,2024-07-19,0.04873285512520383,-3.335847952776473,1051.550048828125,1108.25,250.60000610351562,250.60000610351562,1,1,-56.699951171875,0.8856,positive,Financial Services,-181.74998474121094
2024-07-12,FEDERALBNK.NS,IEX.NS,0.008477108667969087,4.099106841705489,0.6638431022866145,55.48134375071828,5.467561811110663,short,2024-07-15,0.042566550041956454,3.6772718614720468,177.1300048828125,178.22000122070312,195.47999572753906,194.75,1,1,1.8199920654296875,0.8718,positive,Financial Services,-179.92999267578125
2024-07-12,AXISBANK.NS,IEX.NS,0.021450372112938498,2.6465503234572636,4.879875244834707,363.2016645850512,33.90302368434636,short,2024-07-24,0.030321701889894616,0.4288702297357392,177.1300048828125,174.42999267578125,1317.300048828125,1239.25,1,5,387.55023193359375,0.7524,positive,Financial Services,207.6202392578125
2024-07-12,BOSCHLTD.NS,INDHOTEL.NS,0.011759411184901177,3.339563336103799,61.380857340707806,-5319.393693683114,1196.3081753151423,short,2024-07-15,0.013143931897591695,3.3123208464134484,594.0499877929688,591.6500244140625,35139.05078125,35085.19921875,1,61,3282.5453491210938,0.7791,positive,Consumer Cyclical,3490.1655883789062
2024-07-12,ICICIBANK.NS,SBIN.NS,0.03515332917330065,2.6666286230074783,0.7496648965805087,519.8810958797887,25.699869566214996,short,2024-07-30,0.015518074139494142,0.9441573296914562,859.7000122070312,872.7999877929688,1232.9000244140625,1209.449951171875,1,1,36.550048828125,0.8077,positive,Financial Services,3526.7156372070312
2024-07-12,DRREDDY.NS,CIPLA.NS,0.020477821932893246,2.7575642277215047,0.42493661612972056,608.7453255444342,33.58734386133583,short,2024-07-15,0.042165999273084884,3.067686288803145,1512.050048828125,1517.199951171875,1343.8900146484375,1358.949951171875,1,1,-9.9100341796875,0.8003,positive,Healthcare,3516.8056030273438
2024-07-16,FEDERALBNK.NS,IEX.NS,0.032493749771346454,3.7347987239621205,0.6797592175107284,53.42279537904372,5.724194303513089,short,2024-07-18,0.049132607585524894,4.235537978573502,177.33999633789062,173.55999755859375,195.35000610351562,196.60000610351562,1,1,-5.029998779296875,0.8718,positive,Financial Services,3511.775604248047
2024-07-16,BOSCHLTD.NS,INDHOTEL.NS,0.015575469328503224,3.4711944861936446,61.92366210333641,-5557.445398678061,1246.3713528156065,short,2024-07-18,0.023521883410314897,3.6189455755074533,586.8499755859375,582.2999877929688,35108.8515625,35149.8515625,1,62,-2546.5499877929688,0.7791,positive,Consumer Cyclical,965.2256164550781
2024-07-19,BOSCHLTD.NS,INDHOTEL.NS,0.03185607436422789,2.8887019972736456,62.53085052259523,-5828.353072828717,1303.3791003683696,short,2024-07-22,0.019475297357656098,0.8544031522461263,577.9000244140625,620.3499755859375,34073.30078125,34135.6015625,1,63,-3882.499267578125,0.7791,positive,Consumer Cyclical,-2917.273651123047
2024-07-22,DRREDDY.NS,CIPLA.NS,0.04283077744269276,3.013176355845054,0.44058563955061536,589.8996423863475,35.778791435504345,short,2024-07-23,0.08589809264959958,3.354218102449964,1490.0,1497.9000244140625,1354.1800537109375,1373.0,1,1,-10.919921875,0.8003,positive,Healthcare,-2928.193572998047
2024-07-22,MPHASIS.NS,HCLTECH.NS,0.043286579034256645,2.9213930290314,0.7290853349265796,1411.8218908494111,124.62809407008477,short,2024-07-26,0.1190501854359356,3.3691148944717173,1577.0999755859375,1635.3499755859375,2925.75,3029.800048828125,1,1,-45.800048828125,0.8414,positive,Technology,-2973.993621826172
2024-07-23,ESCORTS.NS,POLYCAB.NS,0.02986970593557225,2.524593072533709,0.5489536700578557,245.5397531647099,185.4346773461869,short,2024-07-31,0.015314835049567224,0.7166268790240986,6206.64990234375,6858.2001953125,4120.85009765625,4173.39990234375,1,1,599.00048828125,0.8387,positive,Industrials,-2374.993133544922
2024-07-23,NTPC.NS,TATAPOWER.NS,0.002703162813464417,2.690794851920911,0.721699322971633,52.73244858138978,10.839128721937938,short,2024-07-24,0.006237837922827747,3.359429776143256,416.45001220703125,419.95001220703125,382.45001220703125,392.6000061035156,1,1,-6.649993896484375,0.9599,positive,Utilities,-2381.6431274414062
2024-07-23,LAURUSLABS.NS,GLENMARK.NS,0.0003335277229271739,-2.5172327457807153,0.1390619130217,276.8423472554159,17.694692071176252,long,2024-07-30,0.011238697884242652,-0.5809043452130616,1424.9000244140625,1432.699951171875,430.45001220703125,458.75,1,1,20.50006103515625,0.7527,positive,Healthcare,-2361.14306640625
2024-07-23,PIDILITIND.NS,TATASTEEL.NS,0.04216791576625488,2.6160456315805067,10.896815311402818,1181.234375999234,96.12106555866887,short,2024-08-08,0.015495036449964352,3.5264262625014156,160.02000427246094,150.27999877929688,3176.39990234375,3168.300048828125,1,11,79.35838317871094,0.797,positive,Basic Materials,-2281.784683227539
2024-07-25,NTPC.NS,TATAPOWER.NS,0.016103189762097642,3.0362840001930573,0.7214655068863243,53.26553680499665,11.017424702550663,short,2024-07-31,0.01368374018228982,3.143667316288715,423.3500061035156,453.6000061035156,392.1499938964844,416.0,1,1,6.399993896484375,0.9599,positive,Utilities,-2275.3846893310547
2024-07-25,ICICIGI.NS,SHRIRAMFIN.NS,0.012485222387790885,3.423175311277145,2.46562682981241,433.45469991618825,60.16708349402764,short,2024-08-02,0.0026706435947918,0.9175973097432684,535.7999877929688,598.4199829101562,1960.5,1983.300048828125,1,2,17.0198974609375,0.9151,positive,Financial Services,-2258.364791870117
2024-07-26,ITC.NS,HINDUNILVR.NS,0.023019682174962013,2.641691072056544,0.11055642082236718,167.68045570843987,13.17170156568002,short,2024-08-06,0.10167386796136507,0.9425831607918226,2711.050048828125,2750.050048828125,502.20001220703125,486.29998779296875,1,1,54.9000244140625,0.804,positive,Consumer Defensive,-2203.4647674560547
2024-07-29,IDFCFIRSTB.NS,BANDHANBNK.NS,0.018632482889563363,-3.612750737422298,0.20612323155248946,40.12574395892078,2.8814423047425284,long,2024-07-30,0.08843010101134352,-3.170965424426306,218.8699951171875,219.77000427246094,74.83000183105469,76.04000091552734,1,1,0.30998992919921875,0.9183,positive,Financial Services,-2203.1547775268555
2024-07-29,AXISBANK.NS,IEX.NS,0.008421748541369088,-3.136255057487197,5.064741229395363,338.4840693939809,36.904902179958356,long,2024-07-30,0.006918951915309646,-3.2384749230636944,187.0399932861328,188.86000061035156,1170.050048828125,1170.0,1,5,-2.07025146484375,0.7524,positive,Financial Services,-2205.225028991699
2024-07-30,UBL.NS,COLPAL.NS,0.03733979655813937,-2.597912732910637,0.46518185221245784,621.9091028946572,66.25207706484105,long,2024-08-05,0.10669000432962167,-3.1048897519820104,3366.550048828125,3368.14990234375,2015.8499755859375,1952.9000244140625,1,1,-64.5498046875,0.7543,positive,Consumer Defensive,-2269.774833679199
2024-07-31,AXISBANK.NS,IEX.NS,0.007632126156294363,-3.605198487869679,4.928713995780928,357.50679171866744,38.35074971202259,long,2024-08-01,0.008784253505931735,-3.04255433405104,192.11000061035156,190.42999267578125,1166.0999755859375,1172.300048828125,1,5,32.68037414550781,0.7524,positive,Financial Services,-2237.0944595336914
2024-08-01,RELIANCE.NS,ONGC.NS,0.04786121862504392,-2.539017922338988,2.6987388486556743,719.0610535919675,49.64715104326444,long,2024-08-12,0.25043568440283426,-3.250989100180085,341.75,341.29998779296875,1515.300048828125,1460.625,1,3,-163.57513427734375,0.7604,positive,Energy,-2400.669593811035
2024-08-01,NTPC.NS,TATAPOWER.NS,0.020824416464965082,3.0470977686198277,0.7207941847273232,54.56641543690791,11.206329555221224,short,2024-08-05,0.026633707455233822,3.8906857423760757,464.3999938964844,434.79998779296875,423.45001220703125,413.25,1,1,-19.399993896484375,0.9599,positive,Utilities,-2420.0695877075195
2024-08-02,AXISBANK.NS,IEX.NS,0.009257988740820336,-3.777351564142444,4.7776239887367575,378.72451898204565,39.98571308594226,long,2024-08-05,0.010070199602570287,-3.422658118822969,195.32000732421875,188.30999755859375,1160.8499755859375,1133.5,1,5,-129.7398681640625,0.7524,positive,Financial Services,-2549.809455871582
2024-08-05,SBIN.NS,ICICIGI.NS,0.04483203762867218,-2.512601205130864,0.5559256378823418,-164.74871373323174,40.45697004433382,long,2024-08-16,0.15647666856721293,-3.051218046472349,1939.199951171875,2036.699951171875,811.6500244140625,812.0999755859375,1,1,-97.050048828125,0.8606,positive,Financial Services,-2646.859504699707
2024-08-06,AXISBANK.NS,IEX.NS,0.013837671967501316,-3.6173675782451595,4.614280495011398,401.6821635289027,41.9863921383016,long,2024-08-07,0.019627191276585895,-4.026681900573,189.91000366210938,197.8699951171875,1126.0999755859375,1136.800048828125,1,5,45.540374755859375,0.7524,positive,Financial Services,-2601.3191299438477
2024-08-06,TATASTEEL.NS,JINDALSTEL.NS,0.016773164410513648,-2.5203140884772646,0.13653663814447528,34.18328196675554,4.050070371300493,long,2024-08-14,0.02942616985752573,-3.4598247219856413,925.3499755859375,929.75,150.32000732421875,146.1699981689453,1,1,-8.550033569335938,0.9054,positive,Basic Materials,-2609.8691635131836
2024-08-08,BOSCHLTD.NS,TRENT.NS,0.03228551987504691,-3.078893864729152,4.562536972037869,9693.545602376067,1172.275089614938,long,2024-08-09,0.09242173962368028,-5.247777436898318,5644.10009765625,6275.35009765625,31835.650390625,32018.69921875,1,5,283.994140625,0.9386,positive,Consumer Cyclical,-2325.8750228881836
2024-08-08,AXISBANK.NS,IEX.NS,0.03244432247242837,-3.3202676530949997,4.427964613079136,428.05536516501786,44.34817999601903,long,2024-09-24,0.4395168205326908,-0.2644607330223322,193.6199951171875,211.61000061035156,1138.1500244140625,1239.550048828125,1,4,387.61009216308594,0.7524,positive,Financial Services,-1938.2649307250977
2024-08-09,SUNPHARMA.NS,LUPIN.NS,0.03167506209185967,-3.37406007810181,0.7495425348721958,298.46601751519347,43.674868394121084,long,2024-08-12,0.09082907229452875,-3.0366946594415265,2113.550048828125,2097.60009765625,1735.300048828125,1733.8499755859375,1,1,14.4998779296875,0.9829,positive,Healthcare,-1923.7650527954102
2024-08-09,PIDILITIND.NS,TATASTEEL.NS,0.035082628419873425,2.904335238919047,11.958508732113994,1030.4704390087293,98.90672332140511,short,2024-09-04,0.2252686487278589,3.2766303805661408,151.80999755859375,151.17999267578125,3133.14990234375,3214.949951171875,1,12,-982.2305908203125,0.797,positive,Basic Materials,-2905.9956436157227
2024-08-09,VOLTAS.NS,TRENT.NS,0.040605560109999043,-2.8205099476493474,0.19702747349922095,408.023476631849,76.43648847609543,long,2024-08-20,0.05268308095245849,-0.8910183611293366,6275.35009765625,6793.89990234375,1428.8499755859375,1659.1500244140625,1,1,-288.249755859375,0.9604,positive,Consumer Cyclical,-3194.2453994750977
2024-08-09,APOLLOHOSP.NS,LUPIN.NS,0.02584460513408765,-2.6695386449315146,2.122302264224734,2730.0689342267806,235.17580161004327,long,2024-08-23,0.06371498472234281,-0.8412256394376854,2113.550048828125,2093.550048828125,6587.85009765625,6860.7001953125,1,2,565.7001953125,0.9371,positive,Healthcare,-2628.5452041625977
2024-08-12,GODREJCP.NS,COLPAL.NS,0.02285972523875807,-3.098338272054009,0.3885907241166567,206.7478617453036,51.19934644099074,long,2024-08-13,0.06618812202520674,-3.0283589934522013,3459.89990234375,3457.35009765625,1392.5999755859375,1388.5,1,1,-1.5501708984375,0.8579,positive,Consumer Defensive,-2630.095375061035
